geofence_risk,anomalies,time_of_day,movement_speed_kmh,historical_incidents_nearby,label
3,0,17,1.62,2,safe
5,0,23,0.55,1,warning
6,4,23,0.39,1,danger
9,0,1,2.14,3,danger
2,1,12,4.77,0,safe
2,0,21,9.09,1,safe
9,3,14,1.01,2,danger
5,5,4,2.76,4,danger
2,0,2,2.49,0,safe
1,3,4,3.6,0,warning
7,0,4,8.29,2,warning
4,0,4,4.03,1,warning
0,4,2,9.38,1,warning
2,1,2,3.65,1,safe
9,5,19,4.63,0,danger
7,1,22,2.88,0,warning
3,2,17,8.66,2,warning
6,4,19,12.87,2,danger
9,4,3,5.1,4,danger
1,1,0,8.6,1,safe
6,4,15,0.3,1,danger
4,1,7,11.83,2,warning
4,4,16,1.05,2,danger
5,0,7,1.48,2,warning
8,1,6,0.27,0,warning
5,1,7,16.82,2,warning
7,3,20,9.55,1,danger
6,4,23,12.22,2,danger
8,4,11,9.39,3,danger
3,1,15,3.27,2,warning
1,0,11,12.89,1,safe
6,0,18,17.45,0,warning
5,5,9,3.49,2,danger
0,0,6,0.97,1,safe
10,4,11,5.37,2,danger
8,3,19,18.53,2,danger
8,1,4,10.28,3,danger
1,2,15,9.9,1,safe
2,3,8,13.58,2,warning
4,2,6,11.22,4,warning
4,3,19,7.49,2,warning
0,0,21,6.33,0,safe
7,4,13,1.54,1,danger
7,2,10,4.86,0,danger
3,3,6,3.69,0,warning
6,4,9,9.9,2,danger
10,2,8,3.38,3,danger
9,1,3,0.68,0,danger
2,3,15,0.02,3,warning
5,1,9,5.66,1,warning
9,0,18,3.99,2,danger
9,1,23,2.01,0,danger
8,1,16,0.93,2,danger
0,5,8,3.14,0,warning
4,3,12,0.53,0,warning
3,0,0,2.05,4,warning
7,1,1,2.38,0,warning
10,4,12,3.13,1,danger
0,2,23,3.14,0,safe
8,1,8,1.49,1,danger
5,0,6,9.49,1,warning
3,1,15,2.2,1,warning
8,2,18,1.3,2,danger
10,0,6,0.97,2,danger
4,3,5,1.95,2,danger
4,0,17,0.35,2,warning
4,3,18,0.17,2,warning
0,0,10,4.65,5,safe
0,2,11,4.83,4,warning
7,2,9,3.77,1,danger
7,0,12,7.18,1,warning
5,1,11,0.2,3,warning
10,2,20,13.74,0,danger
3,3,9,0.5,3,warning
1,3,19,5.6,1,warning
1,4,17,0.72,0,warning
8,5,3,10.6,0,danger
4,5,23,3.57,0,danger
3,5,4,0.43,1,danger
9,3,4,4.8,3,danger
0,4,11,0.05,1,warning
6,5,2,7.48,0,danger
2,5,7,5.26,1,danger
5,0,21,1.2,3,warning
4,0,1,2.35,1,warning
4,0,17,0.04,1,safe
10,1,8,5.92,2,danger
4,5,12,1.95,3,danger
0,1,6,4.24,4,safe
0,4,9,15.7,2,warning
2,3,8,1.78,2,warning
9,5,21,23.15,1,danger
3,3,14,5.01,3,warning
4,0,4,1.39,1,warning
1,5,11,2.87,2,warning
7,2,0,6.74,5,danger
10,1,11,2.96,1,danger
10,1,21,0.35,7,danger
1,5,5,0.92,2,danger
8,0,18,7.83,1,warning
1,1,18,5.23,0,safe
8,0,15,4.22,2,warning
6,4,18,0.92,3,danger
7,3,2,9.09,3,danger
10,2,22,16.19,3,danger
1,3,9,0.21,1,warning
6,3,17,0.41,1,danger
5,4,12,10.8,1,danger
3,1,17,8.45,2,warning
6,2,2,4.81,1,danger
3,1,22,14.5,2,warning
1,5,2,5.2,1,warning
9,3,22,1.22,2,danger
6,5,11,6.52,3,danger
7,0,19,5.19,1,warning
1,3,6,21.25,3,warning
4,1,23,1.2,1,warning
0,3,7,4.56,3,warning
6,0,8,7.57,5,warning
7,4,13,2.07,2,danger
5,5,4,2.39,3,danger
4,5,20,10.94,1,danger
5,1,18,2.59,2,warning
1,3,20,4.9,0,warning
0,1,15,11.0,2,safe
6,4,23,1.18,0,danger
6,3,11,20.05,1,danger
9,3,20,6.05,3,danger
10,1,3,3.43,1,danger
9,1,7,2.82,1,danger
1,0,6,15.44,3,safe
1,4,14,1.15,4,warning
0,0,5,1.87,0,safe
9,5,4,1.84,0,danger
7,3,13,1.71,2,danger
7,1,20,3.16,1,warning
0,3,12,22.63,0,warning
10,3,9,10.98,0,danger
7,2,17,1.99,2,danger
8,5,3,2.75,3,danger
3,2,7,5.54,2,warning
0,3,23,0.09,4,warning
0,1,10,8.58,2,safe
2,3,16,10.59,1,warning
4,5,17,9.73,1,danger
4,2,20,2.35,1,warning
8,1,10,3.1,1,danger
9,3,15,0.06,1,danger
1,4,11,2.55,2,warning
1,5,12,3.08,1,warning
5,5,15,11.87,4,danger
8,4,22,11.22,0,danger
0,3,20,16.92,4,warning
8,5,0,10.82,1,danger
8,1,15,0.04,2,danger
8,3,14,5.13,1,danger
4,3,5,0.35,5,danger
8,2,11,1.59,4,danger
10,5,7,4.32,1,danger
3,5,6,6.03,0,danger
1,4,1,5.32,3,warning
5,2,11,0.25,2,warning
3,2,20,0.55,2,warning
5,5,13,0.69,0,danger
2,3,15,0.48,1,warning
5,2,10,0.98,1,warning
1,4,19,5.83,3,warning
1,2,8,8.88,1,safe
8,4,9,2.63,2,danger
6,2,16,5.9,1,warning
2,4,11,1.12,2,warning
10,2,5,18.11,1,danger
0,2,18,2.15,1,safe
7,1,10,9.35,0,warning
5,4,8,14.54,0,danger
6,4,20,10.0,2,danger
8,4,5,0.35,1,danger
4,0,23,5.25,2,warning
0,2,15,0.64,2,safe
9,4,19,0.03,3,danger
6,5,15,0.27,2,danger
4,0,5,12.39,1,warning
2,1,4,11.96,2,warning
8,4,20,1.28,0,danger
0,4,3,3.96,1,warning
0,0,1,15.51,2,safe
0,2,5,3.43,1,safe
2,5,8,2.5,2,danger
5,1,16,3.3,0,warning
9,4,13,7.81,1,danger
10,2,6,3.24,2,danger
2,5,21,7.65,2,danger
7,5,18,2.83,0,danger
9,1,0,1.45,1,danger
1,3,19,1.98,1,warning
8,5,14,0.41,1,danger
2,3,17,3.44,2,warning
4,5,2,0.8,2,danger
9,1,17,8.34,1,danger
7,0,1,2.73,2,warning
1,1,9,7.24,1,safe
5,1,10,15.45,2,warning
4,0,23,9.47,0,safe
9,0,2,15.13,1,danger
8,2,6,4.2,1,danger
4,5,7,0.9,2,danger
1,2,18,13.7,2,warning
4,0,17,10.14,3,warning
3,3,12,9.99,0,warning
10,3,12,5.91,1,danger
6,1,23,4.9,1,warning
5,4,18,0.07,1,danger
1,1,22,6.89,1,safe
10,1,11,0.48,1,danger
10,4,16,1.5,0,danger
4,5,21,4.01,2,danger
6,0,11,3.0,1,warning
10,3,12,0.08,2,danger
6,1,11,8.69,1,warning
4,4,18,10.55,2,danger
8,2,13,5.73,2,danger
3,1,6,3.89,2,warning
10,3,12,16.19,4,danger
2,0,5,0.64,0,safe
3,1,23,6.7,2,warning
4,1,18,0.69,2,warning
5,5,18,2.41,4,danger
2,4,3,4.4,2,warning
1,2,18,6.68,1,safe
3,2,8,0.02,1,warning
4,0,15,1.51,0,safe
3,3,3,3.86,0,warning
10,0,5,3.81,5,danger
2,1,7,5.08,2,safe
7,1,23,1.81,3,danger
9,2,15,3.89,1,danger
3,3,4,1.05,0,warning
1,4,20,1.03,1,warning
1,3,21,4.3,2,warning
0,1,9,5.78,1,safe
3,4,22,0.64,2,danger
9,3,12,0.66,3,danger
8,3,13,4.17,3,danger
10,4,6,1.57,3,danger
6,1,19,2.49,3,warning
9,3,5,2.56,0,danger
6,4,6,0.98,1,danger
6,5,4,0.01,1,danger
7,5,20,9.59,0,danger
0,1,17,6.28,1,safe
9,4,22,5.86,3,danger
9,5,11,3.95,1,danger
7,4,5,6.04,0,danger
3,3,0,13.72,2,warning
3,1,3,5.48,0,warning
3,5,18,1.54,2,danger
5,3,11,4.23,2,danger
6,0,14,2.92,1,warning
5,0,2,4.06,3,warning
0,1,22,3.65,1,safe
7,5,19,9.79,1,danger
9,5,7,5.27,2,danger
10,5,10,1.05,1,danger
6,4,15,0.33,1,danger
5,3,8,2.76,2,danger
5,5,2,0.08,1,danger
4,3,4,1.92,1,warning
5,1,19,2.29,2,warning
8,5,13,2.35,2,danger
9,1,14,19.4,1,danger
8,5,5,1.81,1,danger
9,0,3,1.54,2,danger
7,2,7,0.69,1,danger
9,1,18,3.58,4,danger
8,5,4,0.83,1,danger
9,2,12,4.79,0,danger
7,1,15,0.84,3,danger
7,4,0,4.3,0,danger
0,5,12,8.75,1,warning
9,4,21,0.22,0,danger
10,0,10,2.72,4,danger
4,5,20,3.09,1,danger
3,0,7,7.83,1,safe
1,2,7,3.15,2,warning
7,1,23,4.19,1,warning
2,3,13,7.83,2,warning
3,0,12,4.1,2,safe
6,3,2,2.22,1,danger
9,3,3,0.45,2,danger
8,1,19,6.55,1,danger
1,2,14,10.25,1,safe
2,1,14,17.54,2,safe
3,5,20,13.06,1,danger
9,0,12,7.98,2,danger
0,3,8,5.16,0,safe
6,1,9,7.6,2,warning
1,1,11,2.83,3,safe
4,1,13,4.52,1,warning
0,0,0,2.14,0,safe
2,2,13,1.98,3,warning
1,1,13,7.07,0,safe
0,0,7,3.03,0,safe
6,3,15,1.19,0,danger
4,5,13,1.13,3,danger
0,4,0,9.8,1,warning
5,0,15,5.66,2,warning
4,4,17,3.95,2,danger
2,1,6,2.56,1,safe
6,1,14,2.82,1,warning
10,0,23,0.3,2,danger
9,4,16,3.03,4,danger
8,1,18,7.93,0,warning
8,3,22,2.46,2,danger
8,2,12,2.42,3,danger
1,2,8,0.08,2,warning
2,1,23,3.06,0,safe
6,4,23,0.13,2,danger
4,5,14,4.22,1,danger
1,1,2,3.53,2,safe
2,5,23,9.16,0,danger
9,5,0,4.36,2,danger
5,4,15,1.95,2,danger
6,5,7,3.63,1,danger
8,3,22,6.01,1,danger
0,4,12,0.49,2,warning
10,1,7,4.85,1,danger
6,3,16,12.42,2,danger
7,0,21,1.78,1,warning
2,2,22,4.93,2,warning
3,1,13,8.61,1,warning
9,1,20,3.59,2,danger
5,1,20,6.33,1,warning
9,3,6,1.86,0,danger
6,0,14,1.83,5,warning
3,4,15,5.51,1,warning
7,0,18,6.11,2,warning
4,3,5,13.82,2,danger
0,1,22,1.27,1,safe
3,2,0,3.16,1,warning
2,1,11,1.44,1,safe
8,4,17,0.42,2,danger
7,5,15,2.58,1,danger
0,2,11,2.34,3,safe
10,1,19,1.58,1,danger
5,2,12,1.76,0,warning
8,5,7,2.23,2,danger
6,0,21,22.48,1,warning
3,3,0,7.64,0,warning
0,1,20,0.37,1,safe
1,4,6,10.29,2,warning
4,0,14,5.02,2,warning
10,1,21,11.06,2,danger
4,0,12,2.09,2,warning
7,4,12,3.12,1,danger
5,1,8,11.33,2,warning
7,5,23,1.59,3,danger
1,5,14,12.36,0,warning
2,4,3,8.82,2,warning
5,2,12,19.7,2,warning
9,4,11,1.96,1,danger
2,2,4,1.34,0,warning
5,1,6,2.01,0,warning
5,2,7,15.47,1,warning
1,1,4,2.03,2,safe
6,1,8,4.16,2,warning
1,3,13,2.58,0,warning
5,1,11,2.52,0,warning
0,2,3,1.07,1,safe
2,3,19,3.85,3,warning
1,3,7,9.47,1,warning
6,1,16,0.25,0,warning
3,4,7,11.0,1,warning
7,4,20,5.48,2,danger
5,5,0,4.8,1,danger
9,3,19,4.92,2,danger
3,1,1,1.76,5,warning
4,4,3,2.68,0,danger
8,1,23,8.03,3,danger
6,1,20,1.83,1,warning
9,3,0,3.17,3,danger
8,5,6,0.1,4,danger
6,3,0,6.61,1,danger
0,0,8,2.7,2,safe
7,4,2,3.73,2,danger
3,4,11,0.61,1,warning
2,4,18,23.97,0,warning
6,2,14,1.8,3,danger
2,1,21,5.04,2,safe
7,3,15,4.35,2,danger
5,4,9,7.69,2,danger
4,0,21,1.74,2,warning
3,4,5,7.05,0,warning
7,5,16,2.41,0,danger
7,1,20,2.65,0,warning
0,1,21,5.58,0,safe
8,3,23,7.67,1,danger
4,2,16,5.5,5,warning
3,3,20,11.51,0,warning
5,4,18,1.68,2,danger
5,5,17,11.54,2,danger
1,0,10,0.7,0,safe
7,3,23,5.39,2,danger
6,2,6,3.97,0,warning
0,3,9,3.41,2,warning
4,1,6,1.86,2,warning
5,4,4,3.5,0,danger
3,4,11,0.88,2,danger
1,4,15,2.3,1,warning
3,4,20,0.52,1,warning
0,4,17,4.24,4,warning
6,4,2,0.5,3,danger
1,0,19,0.87,0,safe
1,2,14,0.45,5,warning
8,4,4,2.4,2,danger
4,2,12,9.22,4,warning
1,5,18,11.87,0,warning
10,4,11,0.37,1,danger
8,3,22,5.03,1,danger
8,4,20,5.77,1,danger
0,1,4,3.82,1,safe
10,0,5,5.5,5,danger
2,3,6,1.33,1,warning
3,3,9,3.36,0,warning
6,1,15,2.48,1,warning
9,4,7,0.47,3,danger
3,0,8,4.91,3,safe
1,3,3,3.42,0,warning
6,0,20,1.61,1,warning
5,3,20,3.21,0,warning
2,4,7,7.46,0,warning
5,5,6,8.09,2,danger
10,3,14,5.24,1,danger
5,5,20,3.15,2,danger
4,3,2,4.29,1,warning
3,2,16,2.43,1,warning
9,4,10,0.68,2,danger
0,1,8,2.44,2,safe
9,5,4,3.78,1,danger
5,1,9,4.57,1,warning
1,4,14,13.73,1,warning
2,1,13,7.51,2,safe
7,4,3,0.82,1,danger
9,1,20,0.96,2,danger
5,5,19,0.53,4,danger
2,2,1,6.7,0,warning
6,1,11,6.12,2,warning
3,5,0,21.47,2,danger
8,3,23,3.69,1,danger
4,4,19,8.76,3,danger
2,0,4,4.3,1,safe
1,0,5,10.36,4,safe
10,4,23,6.38,2,danger
1,2,10,5.15,0,safe
2,1,7,4.16,2,safe
1,2,6,6.42,0,safe
3,0,3,2.72,1,safe
1,5,5,0.51,3,danger
9,4,15,0.2,2,danger
8,4,19,3.26,1,danger
1,2,14,4.57,2,warning
8,5,13,0.41,3,danger
5,2,22,1.69,2,warning
0,1,11,1.94,1,safe
3,3,11,4.14,3,warning
0,5,15,1.63,2,warning
5,3,14,0.5,3,danger
3,1,12,0.9,1,warning
2,3,10,0.96,0,warning
2,0,16,9.25,2,safe
8,3,20,1.67,1,danger
5,1,14,6.27,0,warning
8,3,13,4.19,0,danger
4,4,9,18.87,3,danger
1,2,11,1.59,2,warning
7,0,15,0.86,4,warning
4,4,14,0.27,2,danger
1,4,9,1.38,2,warning
3,1,3,5.76,0,warning
8,2,22,0.45,2,danger
3,2,8,1.4,1,warning
3,5,20,9.67,0,danger
1,0,19,4.37,0,safe
5,1,8,0.36,2,warning
10,0,20,0.24,0,danger
1,5,23,0.32,1,warning
6,3,19,14.23,1,danger
2,4,10,9.48,0,warning
2,0,10,9.32,2,safe
4,4,6,12.9,1,danger
2,1,20,3.52,2,safe
1,3,9,1.42,1,warning
9,1,3,2.57,1,danger
8,3,4,6.34,0,danger
1,3,4,10.44,0,warning
10,4,10,2.86,0,danger
1,1,8,3.83,2,safe
7,1,15,13.43,0,warning
8,0,8,0.57,1,warning
6,1,21,9.91,1,warning
2,0,3,0.87,0,safe
8,2,1,3.31,3,danger
2,2,13,1.23,0,warning
4,2,2,4.62,1,warning
8,5,17,4.09,1,danger
2,1,20,2.39,2,safe
6,5,5,9.95,0,danger
0,1,10,5.39,1,safe
3,0,20,6.39,2,safe
3,5,17,0.82,0,danger
6,5,11,10.73,1,danger
7,5,4,0.91,3,danger
0,3,8,1.26,4,warning
4,0,19,0.69,2,warning
6,2,17,2.9,4,danger
3,0,18,10.93,4,warning
3,3,2,1.45,0,warning
3,1,8,2.34,1,warning
5,0,3,9.36,1,warning
6,5,16,4.81,0,danger
1,2,16,6.96,1,safe
4,2,22,1.2,0,warning
3,1,22,6.3,0,warning
2,0,1,1.29,3,safe
6,3,8,21.84,1,danger
10,1,8,4.1,2,danger
5,0,4,5.95,1,warning
6,4,14,0.63,3,danger
4,2,14,1.44,1,warning
5,3,2,0.75,0,danger
4,5,18,2.47,2,danger
6,3,2,1.67,0,danger
1,5,5,6.6,1,warning
10,3,3,0.58,1,danger
4,2,23,6.97,4,warning
5,5,12,0.23,1,danger
5,0,12,1.13,4,warning
4,5,10,7.85,2,danger
9,1,4,6.79,1,danger
6,0,0,3.23,2,warning
9,1,8,0.26,2,danger
7,3,16,4.71,1,danger
6,0,21,2.61,2,warning
4,3,0,1.9,3,danger
0,4,2,5.11,1,warning
4,3,14,2.87,2,warning
9,3,20,0.48,3,danger
1,1,22,12.38,1,safe
4,5,9,7.54,2,danger
4,4,7,0.29,1,danger
1,3,11,3.72,0,warning
4,3,21,0.44,0,warning
3,4,14,9.08,4,danger
0,4,8,4.75,1,warning
2,0,23,0.95,1,safe
0,1,9,0.1,0,safe
10,4,19,0.16,1,danger
4,4,8,3.54,1,danger
3,2,14,6.63,2,warning
6,5,22,0.64,1,danger
4,4,20,1.25,0,danger
9,1,20,1.98,1,danger
3,5,0,1.23,0,danger
1,5,1,2.48,0,warning
3,3,18,4.1,1,warning
1,3,13,5.77,1,warning
7,3,7,16.59,4,danger
2,3,5,13.36,2,warning
8,2,11,4.22,2,danger
3,4,14,6.62,3,danger
5,3,13,15.07,2,danger
9,0,20,0.44,3,danger
4,3,0,0.03,2,danger
9,4,10,0.15,1,danger
0,3,2,4.14,1,warning
8,2,18,7.19,0,danger
0,1,17,2.29,2,safe
7,1,19,3.94,3,danger
8,4,1,3.63,0,danger
8,1,6,0.5,2,danger
0,1,7,1.94,1,safe
1,0,18,0.1,2,safe
0,4,21,0.59,0,warning
9,4,14,8.35,1,danger
1,1,9,8.84,1,safe
9,1,21,8.1,2,danger
7,1,0,6.49,3,danger
4,5,5,7.88,0,danger
10,2,12,5.56,0,danger
6,3,13,5.54,1,danger
1,2,2,5.5,3,warning
7,4,10,3.61,1,danger
10,0,2,2.26,0,danger
5,3,18,6.55,1,danger
7,0,9,1.77,4,warning
0,5,14,3.91,1,warning
0,4,10,2.84,1,warning
6,5,14,1.62,1,danger
7,4,23,18.38,3,danger
2,0,12,1.5,1,safe
4,0,4,1.85,3,warning
0,0,3,0.88,6,safe
6,4,12,8.66,1,danger
4,1,8,4.42,4,warning
7,0,16,4.75,0,warning
7,5,1,8.59,0,danger
8,3,23,2.1,1,danger
6,4,4,1.08,0,danger
10,5,15,1.11,1,danger
0,2,6,6.6,0,safe
2,2,0,4.76,0,warning
7,3,11,1.16,1,danger
2,1,20,0.78,1,safe
7,0,10,0.64,5,warning
0,4,11,4.94,2,warning
4,5,18,0.0,2,danger
3,0,11,0.09,4,warning
4,5,11,2.47,1,danger
7,4,13,5.88,1,danger
9,2,1,5.94,1,danger
3,0,1,2.81,1,safe
10,3,3,5.87,2,danger
3,1,19,3.68,1,warning
2,3,22,18.85,3,warning
6,1,15,0.89,1,warning
2,5,9,4.59,0,warning
2,0,12,3.38,1,safe
10,0,1,1.08,2,danger
9,1,2,6.93,3,danger
4,2,18,1.61,2,warning
4,4,5,2.4,1,danger
5,3,18,2.35,1,danger
7,5,20,1.4,4,danger
9,3,19,2.82,4,danger
5,3,18,3.21,2,danger
0,5,7,6.82,2,warning
7,5,13,7.24,1,danger
7,0,9,0.86,0,warning
8,3,2,4.49,2,danger
8,4,5,11.33,2,danger
1,4,14,0.58,3,warning
1,1,22,3.2,1,safe
2,5,22,6.94,0,danger
0,0,17,4.73,1,safe
3,4,13,0.53,0,warning
3,2,18,2.53,2,warning
8,0,9,3.54,1,warning
8,0,14,27.42,1,warning
8,4,3,0.98,2,danger
9,2,22,20.21,4,danger
6,1,1,2.36,2,warning
1,4,2,1.12,1,warning
9,2,6,2.67,3,danger
4,0,22,4.76,5,warning
3,2,15,1.2,2,warning
10,0,9,1.72,5,danger
7,4,18,9.64,1,danger
1,5,16,34.59,1,danger
5,4,18,1.91,2,danger
4,3,4,0.81,1,warning
1,3,22,7.88,0,warning
10,3,19,4.59,1,danger
9,4,12,0.53,1,danger
0,1,12,14.67,1,safe
7,4,10,0.41,2,danger
1,5,10,4.91,3,danger
6,2,15,2.76,1,warning
8,4,14,4.07,5,danger
8,4,16,1.2,1,danger
7,0,21,5.83,2,warning
10,0,17,16.06,3,danger
9,0,18,3.07,2,danger
8,4,3,3.7,3,danger
1,1,21,1.37,1,safe
5,2,21,11.12,3,warning
3,2,22,17.73,2,warning
3,5,4,7.72,1,danger
4,1,6,3.91,0,warning
2,1,1,15.71,0,safe
0,2,0,0.84,2,safe
7,3,11,3.26,1,danger
4,0,9,3.86,2,warning
2,0,7,3.39,0,safe
9,2,0,8.11,2,danger
6,1,11,5.55,3,warning
6,5,1,0.68,4,danger
0,3,9,2.13,1,warning
8,2,21,2.07,0,danger
1,0,16,4.17,2,safe
4,4,2,1.72,2,danger
4,1,6,0.62,0,warning
7,4,11,5.3,2,danger
7,5,7,9.52,2,danger
6,2,19,13.41,2,danger
6,0,11,17.98,0,warning
10,3,2,7.6,2,danger
5,4,16,0.75,2,danger
5,3,8,9.59,4,danger
10,5,9,2.55,3,danger
8,0,21,6.55,2,warning
5,4,5,3.79,1,danger
1,5,0,8.82,1,warning
1,3,21,2.77,2,warning
4,3,11,0.32,1,warning
3,4,4,4.07,1,danger
10,0,12,0.94,1,danger
1,3,14,16.84,1,warning
2,2,21,3.74,3,warning
6,5,10,4.03,1,danger
7,4,7,11.89,2,danger
5,1,4,4.9,0,warning
10,1,1,1.8,1,danger
4,0,11,1.76,1,safe
0,2,1,3.48,2,safe
7,3,15,10.07,1,danger
2,1,20,7.92,2,safe
5,0,2,16.45,1,warning
2,5,9,0.37,2,danger
6,2,18,1.56,2,danger
6,2,7,0.42,3,danger
8,0,6,6.95,3,warning
4,0,0,0.76,3,warning
7,3,11,0.53,1,danger
9,0,4,4.12,1,danger
9,3,15,2.65,2,danger
7,3,3,6.28,1,danger
0,4,16,3.34,3,warning
4,2,23,2.77,0,warning
2,5,20,2.77,2,danger
0,2,1,10.27,3,warning
3,2,11,2.51,1,warning
7,4,0,2.03,0,danger
2,3,11,2.07,1,warning
9,3,11,1.09,1,danger
1,0,11,9.86,2,safe
10,4,18,0.79,2,danger
8,0,16,11.96,1,warning
9,4,19,1.67,3,danger
4,0,23,11.48,0,safe
6,1,23,7.82,1,warning
10,2,10,4.36,2,danger
10,2,12,5.54,1,danger
1,5,7,1.97,1,warning
8,3,9,4.27,1,danger
8,5,7,1.73,2,danger
3,1,19,2.57,2,warning
3,5,7,7.23,0,danger
5,2,8,1.4,2,warning
9,3,6,9.13,0,danger
9,1,13,2.36,0,danger
9,2,1,3.8,3,danger
5,0,10,14.23,1,warning
0,4,7,5.72,2,warning
8,1,12,5.19,2,danger
1,3,20,6.22,2,warning
4,5,14,12.51,2,danger
8,5,2,1.43,1,danger
3,1,22,4.75,2,warning
10,3,13,2.56,0,danger
2,1,14,0.06,3,warning
6,3,1,0.67,1,danger
5,5,18,1.97,2,danger
7,2,11,4.16,2,danger
2,0,19,10.66,1,safe
4,2,3,7.83,1,warning
9,0,2,4.03,3,danger
3,5,4,0.38,0,danger
3,2,2,1.68,4,warning
3,2,14,2.28,1,warning
9,1,18,4.86,2,danger
7,4,1,0.34,2,danger
5,5,11,3.78,3,danger
2,3,4,11.59,0,warning
9,5,21,6.11,0,danger
4,3,16,7.97,1,warning
5,3,13,5.72,1,danger
4,0,21,1.16,2,warning
5,3,9,0.59,1,danger
7,3,2,8.84,1,danger
6,1,3,5.95,2,warning
4,2,5,4.28,3,warning
9,5,23,1.05,3,danger
5,5,21,4.62,2,danger
3,3,15,0.16,2,warning
8,4,6,0.63,0,danger
3,5,14,1.87,1,danger
0,3,20,2.93,2,warning
6,0,19,0.64,1,warning
6,0,10,0.64,2,warning
3,0,21,6.47,2,safe
2,3,20,4.22,1,warning
7,1,0,3.82,1,warning
4,4,4,3.01,0,danger
9,3,12,18.76,1,danger
6,1,20,0.26,2,warning
3,1,13,1.0,1,warning
3,5,8,5.21,0,danger
7,3,16,0.73,1,danger
7,3,14,4.45,5,danger
1,1,20,4.19,3,safe
1,1,6,17.7,0,safe
2,1,21,10.74,1,safe
2,5,21,14.55,0,warning
0,3,11,0.6,2,warning
2,1,22,10.13,2,warning
5,0,5,0.69,2,warning
7,3,20,5.01,1,danger
9,5,15,6.37,1,danger
5,0,4,0.88,1,warning
4,2,8,5.01,0,warning
3,3,13,0.27,2,warning
2,2,7,1.74,0,warning
3,1,13,12.7,2,warning
6,5,11,0.94,1,danger
0,1,9,0.34,1,safe
6,5,19,2.93,0,danger
0,4,19,9.51,3,warning
1,1,20,0.4,1,safe
3,2,12,2.2,3,warning
0,5,18,11.5,0,warning
10,1,14,0.63,1,danger
10,3,7,1.86,0,danger
10,5,22,7.53,0,danger
8,5,20,3.92,0,danger
5,1,9,8.93,2,warning
0,4,2,0.59,3,warning
0,1,20,12.66,1,safe
5,2,2,13.66,2,warning
3,2,4,0.84,1,warning
3,5,15,0.17,3,danger
10,5,16,22.95,1,danger
5,1,5,3.29,0,warning
10,2,19,4.24,2,danger
6,2,19,4.78,2,danger
8,4,15,7.8,4,danger
9,3,23,8.36,2,danger
4,4,1,1.08,1,danger
8,0,19,1.35,2,warning
3,4,14,10.47,0,warning
9,1,17,8.56,2,danger
1,3,0,4.81,2,warning
2,1,18,26.2,2,warning
10,0,11,6.64,1,danger
0,3,7,1.22,1,warning
5,5,5,9.37,3,danger
5,2,11,2.68,3,warning
0,4,6,0.18,2,warning
10,1,17,1.94,3,danger
2,0,21,7.21,3,safe
4,2,13,16.12,1,warning
2,4,7,1.62,1,warning
9,2,23,1.42,1,danger
2,4,19,4.15,2,warning
9,5,21,8.35,1,danger
2,3,13,6.86,2,warning
4,2,4,4.1,0,warning
4,2,8,4.99,0,warning
3,2,7,1.39,3,warning
0,3,1,2.83,2,warning
4,0,15,1.47,3,warning
9,4,12,10.79,1,danger
4,5,6,0.6,3,danger
3,2,15,5.69,1,warning
5,3,6,1.51,1,danger
9,0,13,3.23,2,danger
3,4,13,1.78,3,danger
6,3,11,1.95,2,danger
6,5,0,1.51,4,danger
1,5,0,6.99,1,warning
2,4,11,2.28,1,warning
0,2,19,6.48,3,safe
7,5,20,3.04,2,danger
8,0,14,3.96,1,warning
3,3,3,3.92,3,warning
5,0,6,18.62,0,warning
8,2,15,2.29,3,danger
5,0,2,1.16,0,warning
8,0,6,12.14,0,warning
3,1,23,0.96,1,warning
7,0,21,8.99,0,warning
8,4,5,0.81,1,danger
3,3,15,5.38,1,warning
4,1,23,0.82,1,warning
7,3,7,12.83,1,danger
9,3,22,4.16,2,danger
5,2,21,2.0,0,warning
6,2,5,0.76,2,danger
2,1,9,2.32,0,safe
6,5,15,6.1,1,danger
7,2,10,2.43,1,danger
9,2,12,1.41,1,danger
5,2,5,4.31,3,danger
9,3,23,2.7,1,danger
8,1,0,0.91,1,danger
5,3,20,0.84,1,danger
8,4,18,6.15,2,danger
3,3,11,18.38,0,warning
7,4,23,1.33,1,danger
10,0,5,7.42,1,danger
3,0,17,0.46,3,safe
1,4,12,2.4,0,warning
9,4,6,3.53,0,danger
10,3,22,1.56,2,danger
8,4,12,3.77,0,danger
4,1,20,10.71,3,warning
3,0,7,14.45,2,safe
1,0,20,0.53,2,safe
0,5,16,1.59,0,warning
10,4,8,19.35,2,danger
6,2,19,1.58,0,warning
5,2,12,5.9,1,warning
1,4,1,1.46,1,warning
7,1,3,2.2,1,warning
10,2,1,1.06,3,danger
3,5,3,9.7,2,danger
7,4,17,10.71,1,danger
6,1,4,1.76,3,warning
4,1,18,8.67,2,warning
9,3,9,2.22,2,danger
9,1,17,0.52,0,danger
7,2,20,7.1,2,danger
8,2,9,4.54,1,danger
4,4,4,1.6,2,danger
9,4,16,1.46,2,danger
4,1,21,18.57,2,warning
1,5,12,9.92,2,warning
4,0,22,8.3,0,safe
2,3,16,0.68,0,warning
6,0,8,7.04,1,warning
9,1,23,1.21,3,danger
4,1,11,18.95,2,warning
